loan_id,age,income,loan_amount,loan_term,interest_rate,employment_years,num_accounts,num_delinquencies,credit_score,employment_type,home_ownership,loan_purpose,default
615,81,47225,163633,12,3.1065809207096007,7.0,8,3.0,659,Employed,Own,Business,0
616,46,10000,172081,24,2.8005096352927317,3.0,9,0.0,706,Unemployed,Mortgage,Education,0
617,46,55790,178024,12,4.215876740797483,6.0,12,0.0,503,Self-Employed,Own,Education,0
618,55,51849,130306,24,4.501089077349905,0.0,4,0.0,597,Employed,Mortgage,Debt Consolidation,0
619,52,69759,246103,36,8.377717150780025,5.0,3,0.0,706,Self-Employed,Own,Debt Consolidation,0
620,48,56152,8272,36,6.233357725113935,10.0,14,0.0,541,Self-Employed,Mortgage,Business,0
621,33,51990,118415,12,3.6018932951836904,6.0,4,3.0,618,Employed,Mortgage,Education,0
622,52,15515,183594,36,5.527897279058929,4.0,3,2.0,758,Employed,Rent,Debt Consolidation,0
623,73,36500,184291,60,4.429870539628543,7.0,6,0.0,829,Employed,Own,Auto,0
624,65,71916,251456,24,3.4906047141749643,6.0,1,2.0,693,Self-Employed,Rent,Education,0
625,68,102897,239866,48,5.300645587755842,11.0,2,2.0,633,Employed,Rent,Home Improvement,0
626,37,57561,128584,48,5.022859723769828,1.0,8,0.0,599,Self-Employed,Mortgage,Education,1
627,30,68195,247490,36,3.5858034550393953,10.0,3,0.0,741,Unemployed,Mortgage,Auto,1
628,43,83811,96446,24,3.559089946343612,7.0,4,0.0,763,Employed,Mortgage,Home Improvement,0
629,45,39727,219816,60,7.53649144147447,10.0,12,0.0,534,Self-Employed,Mortgage,Education,1
630,61,69170,285789,48,6.558539638562946,1.0,1,0.0,741,Employed,Rent,Home Improvement,0
631,19,41487,241120,60,7.859171824017411,12.0,3,0.0,589,Self-Employed,Mortgage,Home Improvement,0
632,67,81620,157932,60,4.790620592945725,10.0,1,3.0,564,Self-Employed,Rent,Business,1
633,42,63785,125116,48,2.7806606996918033,16.0,11,0.0,634,Unemployed,Rent,Auto,1
634,38,67461,35355,48,4.065244657389558,3.0,10,3.0,749,Employed,Own,Business,0
635,29,40435,173290,36,8.068285014925012,5.0,5,1.0,680,Self-Employed,Own,Education,0
636,20,77675,66358,24,1.4989890036751001,0.0,1,0.0,678,Employed,Mortgage,Home Improvement,1
637,57,112117,90514,12,9.111777211308445,3.0,12,0.0,685,Self-Employed,Rent,Education,0
638,46,34802,60694,24,2.72460089088666,15.0,9,0.0,696,Unemployed,Rent,Education,0
639,25,51506,115470,12,7.44919128985722,9.0,7,1.0,638,Self-Employed,Rent,Business,0
640,25,65790,147902,48,2.9488536269778285,4.0,11,0.0,713,Self-Employed,Own,Education,0
641,39,79660,170521,60,4.012079875232395,8.0,8,0.0,584,Employed,Rent,Auto,1
642,70,46011,104962,24,0.35630741873912,7.0,9,0.0,715,Unemployed,Rent,Home Improvement,0
643,41,10000,230196,60,10.13449640256199,0.0,10,0.0,735,Self-Employed,Rent,Debt Consolidation,0
644,22,93979,134384,24,6.937076875121601,,8,0.0,719,Employed,Own,Auto,0
645,41,79012,90920,24,7.084246288406276,13.0,3,2.0,725,Self-Employed,Mortgage,Debt Consolidation,0
646,40,16426,166971,60,4.267830443320239,11.0,7,0.0,696,Employed,Mortgage,Debt Consolidation,0
647,18,44810,297266,36,3.1731141243752985,0.0,7,0.0,767,Unemployed,Mortgage,Business,0
648,44,99204,175137,48,7.441326518094469,7.0,14,0.0,422,Unemployed,Own,Debt Consolidation,0
649,41,96194,122785,36,2.4921885206280328,4.0,7,0.0,735,Employed,Own,Home Improvement,0
650,55,83466,35440,36,5.082182849401993,13.0,12,1.0,847,Unemployed,Mortgage,Business,0
651,72,55597,133544,24,2.3731747088532043,10.0,8,2.0,587,Employed,Mortgage,Auto,1
652,61,62074,167619,48,5.8098711164633325,2.0,4,0.0,576,Employed,Own,Auto,0
653,40,56726,120931,24,0.7077180888217898,8.0,11,0.0,778,Unemployed,Mortgage,Auto,0
654,28,88205,25096,12,1.798553066597432,7.0,6,0.0,557,Unemployed,Rent,Education,0
655,83,38103,86207,24,3.350451364169043,7.0,2,1.0,583,Employed,Own,Business,0
656,45,39855,259090,60,7.0368826852633,5.0,7,0.0,666,Employed,Mortgage,Business,0
657,45,85256,257550,24,4.171705721845171,8.0,9,0.0,570,Unemployed,Mortgage,Business,0
658,44,58890,83502,12,7.958995807786756,3.0,5,0.0,737,Unemployed,Own,Home Improvement,0
659,47,94461,200456,24,9.25174569414866,2.0,4,3.0,570,Employed,Own,Business,0
660,42,43212,61607,12,4.728392175779266,1.0,2,0.0,686,Employed,Rent,Home Improvement,0
661,36,58630,255323,48,1.8038814493229225,2.0,7,2.0,678,Employed,Own,Auto,0
662,36,36939,168392,24,7.91419989069012,10.0,2,1.0,816,Unemployed,Own,Education,0
663,44,60184,221223,12,1.64608457036283,10.0,2,0.0,766,Self-Employed,Rent,Debt Consolidation,0
664,36,23036,21367,48,3.2418407372362834,15.0,9,2.0,597,Employed,Mortgage,Education,0
665,34,47809,200822,60,1.2473393226840326,6.0,2,2.0,523,Self-Employed,Own,Education,0
666,46,24093,149424,36,7.907911813385856,11.0,10,1.0,733,Unemployed,Mortgage,Education,0
667,41,77348,213894,12,6.930214206386058,8.0,3,1.0,584,Self-Employed,Rent,Debt Consolidation,0
668,67,77914,218615,60,9.545714312394027,9.0,3,0.0,616,Self-Employed,Own,Home Improvement,0
669,18,16743,154933,48,4.3968609762248265,12.0,2,0.0,544,Employed,Rent,Auto,0
670,61,93347,104937,60,3.4400621039730424,10.0,10,1.0,717,Self-Employed,Mortgage,Debt Consolidation,0
671,63,122435,208477,24,4.187973414157599,8.0,3,0.0,585,Unemployed,Rent,Auto,0
672,18,61150,145488,36,2.1680730626755698,4.0,9,0.0,646,Employed,Own,Home Improvement,0
673,39,43972,84541,12,9.071629451572237,9.0,11,0.0,648,Self-Employed,Own,Auto,0
674,39,130608,80988,48,13.9415847715682,14.0,11,0.0,668,Self-Employed,Mortgage,Home Improvement,0
675,23,27025,39212,36,3.6904705053073967,8.0,11,0.0,716,Self-Employed,Mortgage,Debt Consolidation,0
676,33,60502,111728,48,6.981745202270578,6.0,3,3.0,625,Self-Employed,Mortgage,Debt Consolidation,0
677,28,64490,232701,60,5.111277186319022,12.0,5,0.0,575,Employed,Mortgage,Auto,0
678,71,93628,163337,48,6.604351070421227,1.0,12,0.0,464,Employed,Own,Auto,0
679,59,68993,110267,48,8.149246714510348,6.0,7,0.0,660,Employed,Own,Education,0
680,64,47534,210364,60,2.6422715779140793,3.0,1,0.0,634,Unemployed,Own,Education,1
681,55,36220,87564,60,4.303523620923519,7.0,14,0.0,578,Unemployed,Rent,Auto,0
682,28,51454,157151,36,8.50788889984171,14.0,1,1.0,656,Employed,Rent,Education,0
683,37,34826,136527,12,6.772087236352017,11.0,10,0.0,735,Employed,Mortgage,Auto,0
684,52,61195,208434,60,6.318299356819723,0.0,13,0.0,761,Unemployed,Mortgage,Business,0
685,26,45895,31707,36,6.774209601865541,4.0,2,3.0,496,Self-Employed,Mortgage,Education,0
686,55,22649,86235,48,7.019728773041338,0.0,1,0.0,613,Employed,Own,Auto,0
687,41,91378,27131,48,8.394408546842804,13.0,1,0.0,746,Employed,Rent,Business,0
688,39,47558,130530,24,7.384434095823049,5.0,14,3.0,809,Self-Employed,Mortgage,Education,0
689,55,28296,240857,60,5.373183308757302,8.0,14,0.0,568,Unemployed,Mortgage,Debt Consolidation,0
690,51,55793,112091,36,6.382590958912666,8.0,10,0.0,787,Unemployed,Own,Auto,0
691,39,61709,111698,36,5.331427509143125,9.0,4,0.0,514,Employed,Rent,Debt Consolidation,1
692,62,16338,215379,12,3.634640741154074,0.0,10,0.0,764,Self-Employed,Mortgage,Education,0
693,28,68291,230141,36,5.370931369945832,9.0,12,2.0,621,Unemployed,Mortgage,Business,0
694,54,33821,143357,60,5.215473619201521,5.0,12,0.0,806,Self-Employed,Mortgage,Auto,0
695,53,102775,201353,36,1.2547701055074398,12.0,3,2.0,603,Self-Employed,Mortgage,Business,0
696,40,73099,69228,24,7.437337398555124,9.0,1,0.0,619,Employed,Rent,Debt Consolidation,0
697,49,50002,253348,48,7.861158614071554,11.0,3,0.0,636,Self-Employed,Rent,Auto,0
698,26,41370,311152,48,6.859522266158115,4.0,1,0.0,496,Self-Employed,Mortgage,Debt Consolidation,0
699,58,57375,189091,36,7.711764549307135,2.0,3,0.0,473,Self-Employed,Own,Debt Consolidation,0
700,42,75319,5000,36,5.060227161121126,12.0,4,0.0,701,Self-Employed,Mortgage,Business,0
701,37,59362,108132,36,4.214814721748669,10.0,11,2.0,748,Self-Employed,Own,Education,0
702,60,54571,195961,36,7.872263425991801,9.0,13,0.0,710,Employed,Mortgage,Debt Consolidation,0
703,34,61459,118388,24,2.853041397686981,9.0,11,2.0,524,Unemployed,Mortgage,Debt Consolidation,0
704,23,44903,245414,60,2.766398935703605,10.0,14,3.0,698,Unemployed,Own,Home Improvement,0
705,21,51419,194111,24,6.620346818516769,1.0,14,1.0,550,Self-Employed,Mortgage,Business,0
706,54,10000,97014,24,6.551907994229284,13.0,8,0.0,690,Employed,Rent,Debt Consolidation,0
707,25,84343,152419,24,7.825181148255578,7.0,3,1.0,763,Employed,Own,Home Improvement,0
708,71,67469,82962,48,1.2238941246796005,7.0,3,3.0,686,Self-Employed,Rent,Business,0
709,18,40663,136306,24,5.255644398016252,5.0,13,1.0,796,Self-Employed,Own,Auto,0
710,70,107468,108405,36,2.6740831978364366,0.0,9,0.0,635,Unemployed,Rent,Education,0
711,48,62175,238107,24,7.638235533005783,10.0,11,0.0,628,Unemployed,Mortgage,Business,0
712,43,34096,308700,36,8.834372621568791,3.0,9,2.0,656,Unemployed,Mortgage,Debt Consolidation,0
713,36,81418,42660,60,6.761239192138266,8.0,6,0.0,515,Self-Employed,Own,Home Improvement,1
714,50,69951,5758,48,4.105380361866407,3.0,10,0.0,609,Unemployed,Rent,Home Improvement,0
715,44,69864,131612,60,3.628537118316765,6.0,4,0.0,618,Employed,Mortgage,Auto,0
716,61,49356,36118,60,4.470428506688245,6.0,10,0.0,621,Employed,Rent,Home Improvement,0
717,46,71262,153465,48,3.3971890195692738,3.0,5,0.0,676,Self-Employed,Rent,Debt Consolidation,0
718,47,53456,206170,36,5.101897127470105,6.0,13,2.0,501,Self-Employed,Own,Business,0
719,39,73898,262060,36,3.622836457192375,5.0,9,0.0,535,Unemployed,Mortgage,Auto,0
720,44,12376,165104,36,2.0458772255174087,2.0,1,1.0,763,Employed,Own,Education,0
721,49,49153,135513,48,6.451616069862898,13.0,7,0.0,449,Unemployed,Own,Education,0
722,19,103053,5000,24,6.644560053126664,3.0,11,2.0,711,Employed,Mortgage,Debt Consolidation,0
723,24,40823,151963,12,9.748549981004224,10.0,7,0.0,612,Unemployed,Rent,Auto,0
724,56,44904,155346,24,4.417015626664362,11.0,10,0.0,666,Self-Employed,Own,Auto,0
725,47,48800,197921,24,0.7744883583776767,12.0,1,2.0,805,Employed,Mortgage,Debt Consolidation,0
726,42,29629,96863,60,7.53825355665051,5.0,14,1.0,636,Employed,Rent,Auto,0
727,45,10000,117371,12,7.819390637118822,7.0,1,0.0,712,Employed,Rent,Home Improvement,0
728,50,54235,39149,36,8.355004095205873,7.0,14,0.0,655,Unemployed,Rent,Home Improvement,0
729,36,63396,5000,24,9.178310841789902,10.0,9,0.0,639,Unemployed,Own,Debt Consolidation,0
730,33,58687,66862,48,9.213826822544592,6.0,7,1.0,626,Unemployed,Own,Debt Consolidation,0
731,47,56378,32225,24,3.058058880416945,10.0,4,0.0,720,Employed,Mortgage,Home Improvement,0
732,30,61076,175253,36,9.370193887077157,6.0,9,0.0,576,Self-Employed,Rent,Business,1
733,51,85571,111139,24,4.679911737952819,13.0,12,0.0,536,Unemployed,Rent,Debt Consolidation,0
734,19,55238,109632,60,7.496092069709126,7.0,5,0.0,657,Employed,Mortgage,Home Improvement,0
735,60,45647,76169,60,6.148731802577115,7.0,3,0.0,669,Unemployed,Rent,Business,0
736,52,52971,5000,24,3.068127239133039,9.0,2,0.0,467,Employed,Rent,Business,0
737,48,74483,263123,60,8.400895868641237,16.0,9,0.0,648,Employed,Mortgage,Home Improvement,0
738,59,95300,74979,48,4.359746210708886,4.0,4,1.0,527,Unemployed,Mortgage,Home Improvement,0
739,69,44296,119068,12,10.146936071431632,13.0,7,2.0,712,Employed,Own,Auto,1
740,60,62473,40883,24,3.591892003348047,3.0,1,2.0,469,Unemployed,Own,Business,1
741,18,68458,222894,48,2.988872146538829,8.0,9,0.0,842,Employed,Own,Education,1
742,25,35185,160757,48,3.8428234759273288,4.0,12,0.0,616,Self-Employed,Mortgage,Auto,0
743,35,60510,88022,48,9.238003186071994,6.0,9,0.0,563,Self-Employed,Own,Auto,0
744,45,23358,120582,36,1.5820001589320727,4.0,10,0.0,621,Self-Employed,Rent,Business,0
745,52,15773,275863,24,7.782666173590142,11.0,6,2.0,705,Self-Employed,Own,Business,0
746,34,69168,144527,24,10.08090127341236,5.0,6,0.0,739,Unemployed,Own,Business,0
747,47,50403,136369,24,5.076545691353558,10.0,14,1.0,622,Employed,Own,Debt Consolidation,0
748,33,65057,79396,12,4.5172840405183,5.0,6,0.0,506,Employed,Mortgage,Home Improvement,0
749,35,59552,7906,48,5.699739882407621,7.0,5,0.0,528,Self-Employed,Rent,Home Improvement,0
750,23,35589,137997,24,2.6939770954962245,15.0,11,2.0,678,Self-Employed,Mortgage,Home Improvement,0
751,31,58868,174411,60,12.120660582255654,4.0,1,3.0,748,Employed,Rent,Business,0
752,24,29172,232468,36,7.174526074175361,4.0,4,3.0,761,Employed,Own,Auto,0
753,30,94774,5000,12,2.4487101197789163,6.0,10,2.0,666,Employed,Own,Business,0
754,60,26100,65617,36,3.482031076659571,7.0,1,0.0,746,Self-Employed,Rent,Business,0
755,30,55105,106444,48,5.9478344756074755,11.0,5,0.0,841,Employed,Mortgage,Auto,0
756,84,33943,149738,60,2.2639412352542316,8.0,13,1.0,769,Self-Employed,Mortgage,Education,0
757,52,74260,139122,48,1.7391972672806926,9.0,4,3.0,742,Self-Employed,Own,Debt Consolidation,0
758,47,51714,140873,24,6.2344202024486,2.0,8,2.0,569,Self-Employed,Rent,Education,0
759,32,47033,180607,36,8.014995849081705,9.0,1,0.0,746,Employed,Rent,Business,1
760,55,81330,82253,60,7.788054906261053,9.0,8,0.0,696,Self-Employed,Rent,Home Improvement,0
761,36,60735,220060,36,5.350656075467539,11.0,14,0.0,715,Unemployed,Rent,Home Improvement,0
762,46,72916,182508,12,4.813726480943077,6.0,8,3.0,776,Employed,Own,Auto,0
763,83,35466,126012,60,5.629175472251084,7.0,1,2.0,685,Employed,Mortgage,Business,0
764,43,24879,270068,12,7.980317596892651,11.0,9,0.0,639,Employed,Own,Auto,0
765,62,62680,266731,60,2.3580799638512286,2.0,13,0.0,543,Employed,Rent,Auto,0
766,34,52028,219967,24,3.5564558945020197,0.0,9,0.0,620,Self-Employed,Mortgage,Debt Consolidation,0
767,44,75660,5000,36,4.555585066519025,2.0,6,0.0,671,Unemployed,Own,Auto,0
768,71,58002,268420,36,4.894401635802331,4.0,1,0.0,677,Self-Employed,Rent,Business,0
769,35,65126,209606,48,5.3638227072557205,13.0,7,3.0,674,Unemployed,Own,Debt Consolidation,0
770,72,19415,300480,60,5.43774328409295,18.0,7,2.0,745,Employed,Rent,Home Improvement,0
771,55,107210,242809,60,7.185061777074531,3.0,9,0.0,736,Self-Employed,Own,Debt Consolidation,0
772,36,55893,268375,12,1.09295944455946,7.0,1,0.0,643,Self-Employed,Own,Business,0
773,54,77439,215899,60,1.4963998688053302,5.0,14,0.0,565,Self-Employed,Own,Education,0
774,59,39097,251151,36,3.8370140788386338,10.0,8,0.0,688,Unemployed,Rent,Debt Consolidation,0
775,54,67700,299559,60,7.658973389800246,9.0,14,0.0,850,Unemployed,Mortgage,Education,0
776,21,27428,166241,48,3.8701255528611385,3.0,12,0.0,682,Employed,Mortgage,Debt Consolidation,0
777,34,71301,32082,48,5.397294401814288,4.0,13,0.0,620,Self-Employed,Rent,Debt Consolidation,1
778,41,51100,126940,36,5.820351057530026,7.0,11,0.0,703,Employed,Mortgage,Auto,0
779,43,60729,179245,36,6.290241888651568,14.0,8,2.0,709,Unemployed,Mortgage,Education,1
780,54,77449,155616,36,9.411437780499167,4.0,7,0.0,708,Employed,Own,Education,0
781,47,29186,56507,60,7.23661044584478,0.0,12,0.0,787,Self-Employed,Own,Debt Consolidation,1
782,24,42887,27669,60,7.993657855965564,14.0,6,2.0,688,Self-Employed,Rent,Business,0
783,50,71433,94412,24,5.183009064698235,10.0,1,0.0,782,Unemployed,Rent,Business,0
784,54,112455,210580,12,9.183759637574799,2.0,11,0.0,673,Unemployed,Own,Education,0
785,53,56547,268525,60,5.679019155668056,9.0,10,0.0,801,Employed,Rent,Auto,0
786,61,74778,218742,24,0.6116995104275214,12.0,11,0.0,770,Self-Employed,Rent,Auto,0
787,57,57325,229307,24,11.645966657069163,8.0,8,0.0,742,Employed,Mortgage,Business,1
788,51,108556,143938,48,5.615456505475687,14.0,12,0.0,728,Unemployed,Rent,Auto,0
789,43,16319,19343,60,6.824431254037929,10.0,5,2.0,850,Unemployed,Rent,Debt Consolidation,0
790,20,62365,115858,24,2.8284763440374956,9.0,4,3.0,757,Employed,Own,Debt Consolidation,0
791,51,19361,130592,48,10.992798622763658,9.0,5,0.0,565,Self-Employed,Rent,Education,0
792,48,10000,112721,12,3.516865213298622,8.0,5,0.0,674,Unemployed,Own,Home Improvement,0
793,49,67436,154102,48,4.536882974767532,12.0,14,1.0,623,Employed,Rent,Business,1
794,25,63487,183106,12,1.6772635827191644,7.0,13,0.0,850,Self-Employed,Mortgage,Business,0
795,28,52879,213976,36,6.411444240069395,12.0,10,0.0,775,Employed,Own,Home Improvement,0
796,60,57345,129141,36,4.796211551823903,9.0,3,3.0,850,Unemployed,Rent,Auto,0
797,44,137457,7218,48,1.641014528894905,8.0,4,0.0,574,Self-Employed,Rent,Debt Consolidation,0
798,55,53545,113784,36,5.331072680528381,6.0,4,0.0,760,Unemployed,Mortgage,Debt Consolidation,0
799,45,72753,153278,60,5.736987399190178,6.0,8,1.0,513,Unemployed,Rent,Business,1
800,45,43765,241710,48,4.881309979897534,9.0,5,3.0,490,Unemployed,Mortgage,Business,0
801,59,67380,107414,24,0.9477800613571512,13.0,6,2.0,610,Unemployed,Own,Auto,0
802,37,54044,188440,60,6.226989518074392,10.0,10,0.0,801,Unemployed,Own,Auto,0
803,46,49737,171756,48,2.330899258382991,4.0,2,0.0,550,Employed,Rent,Business,1
804,38,105472,153292,12,7.723042540119668,0.0,9,3.0,648,Unemployed,Own,Auto,0
805,38,89429,219789,36,4.11147253245915,11.0,8,0.0,768,Unemployed,Mortgage,Home Improvement,0
806,40,63418,100436,36,7.819047226538218,21.0,8,0.0,734,Unemployed,Mortgage,Debt Consolidation,0
807,48,10000,106861,36,5.535207149504441,6.0,10,0.0,850,Self-Employed,Rent,Business,0
808,37,50974,149107,48,5.663487051087384,5.0,5,2.0,650,Unemployed,Mortgage,Home Improvement,0
809,63,127575,101989,60,8.690743473831517,12.0,5,2.0,605,Self-Employed,Mortgage,Home Improvement,0
810,31,54233,188100,12,3.461835939101048,3.0,3,0.0,540,Employed,Mortgage,Education,0
811,42,87580,96510,36,2.7605651672251303,15.0,13,0.0,613,Unemployed,Rent,Business,0
812,38,96048,166972,60,6.889254348848958,10.0,11,0.0,539,Employed,Own,Education,0
813,66,65474,142487,24,2.2148778921097523,7.0,2,0.0,470,Employed,Mortgage,Home Improvement,0
814,47,38954,166119,24,3.5030531932543703,4.0,9,3.0,846,Unemployed,Own,Business,0
815,60,10000,115519,12,1.5520959664438854,12.0,6,2.0,654,Employed,Own,Education,0
816,22,77104,124568,36,8.379556405548449,5.0,8,0.0,850,Unemployed,Rent,Debt Consolidation,0
817,49,39631,157200,24,2.9933123107981507,11.0,4,1.0,566,Employed,Rent,Business,0
818,58,64403,165155,60,3.864301560091882,9.0,5,0.0,607,Self-Employed,Own,Education,0
819,46,28754,149684,60,2.274868768877105,14.0,10,2.0,572,Self-Employed,Rent,Auto,0
820,60,53369,277902,24,4.536446734595462,8.0,5,3.0,585,Self-Employed,Own,Business,0
821,37,60842,75694,36,5.142639088652921,23.0,11,0.0,737,Unemployed,Mortgage,Auto,0
822,66,66714,145184,12,7.564942641092518,10.0,10,2.0,706,Employed,Own,Business,0
823,79,32129,31977,36,2.195109195174181,8.0,4,0.0,737,Self-Employed,Own,Education,0
824,39,89922,177906,48,3.9976951676992107,6.0,11,0.0,784,Unemployed,Mortgage,Education,1
825,38,45077,66356,24,9.0568461688833,12.0,2,2.0,760,Self-Employed,Rent,Business,0
826,66,18138,129126,48,8.102649512358267,6.0,14,0.0,549,Self-Employed,Own,Home Improvement,0
827,68,57274,122095,24,3.805486810631823,4.0,6,0.0,597,Unemployed,Rent,Education,0
828,37,60859,171066,12,5.376317161690903,5.0,4,0.0,662,Self-Employed,Mortgage,Business,0
829,38,64014,108540,36,10.420088098270456,7.0,14,0.0,850,Unemployed,Own,Business,0
830,40,94053,105352,36,2.5150443248937613,,11,0.0,727,Self-Employed,Own,Debt Consolidation,0
831,24,54088,257689,24,0.6968474806246636,9.0,4,1.0,660,Unemployed,Own,Auto,1
832,31,57009,171342,60,4.159764143954503,4.0,10,2.0,717,Self-Employed,Own,Debt Consolidation,0
833,29,32420,107921,48,5.291555276025229,13.0,3,0.0,589,Employed,Rent,Auto,0
834,33,80513,131187,36,3.494511361492234,8.0,8,3.0,676,Employed,Rent,Auto,0
835,44,64607,273401,36,7.942274833541266,14.0,6,0.0,745,Unemployed,Mortgage,Debt Consolidation,1
836,48,49499,132362,24,6.02663922507878,17.0,9,0.0,647,Unemployed,Rent,Home Improvement,0
837,68,12383,98304,60,3.9889305800887676,0.0,5,0.0,574,Employed,Own,Business,0
838,30,96110,98625,48,4.152532529062228,0.0,6,3.0,642,Unemployed,Mortgage,Education,0
839,59,29308,108815,60,3.634130266507799,17.0,9,0.0,618,Self-Employed,Own,Business,0
840,41,45218,105412,60,7.574334702468423,4.0,4,0.0,514,Self-Employed,Own,Debt Consolidation,0
841,44,68958,54026,24,4.318665036794938,0.0,10,0.0,592,Self-Employed,Mortgage,Home Improvement,0
842,55,30086,65684,60,2.5177238018335464,5.0,7,2.0,510,Self-Employed,Own,Education,0
843,28,22662,87800,48,7.904753451285006,3.0,13,0.0,526,Self-Employed,Own,Education,0
844,50,10000,194367,12,4.808993791904998,4.0,10,0.0,535,Self-Employed,Mortgage,Home Improvement,0
845,47,78024,121407,12,2.1002503671895085,12.0,12,0.0,745,Self-Employed,Rent,Education,0
846,52,46370,134462,48,9.782054299665228,6.0,10,0.0,798,Unemployed,Mortgage,Education,0
847,49,133181,245256,24,7.02636734157672,0.0,11,0.0,496,Employed,Mortgage,Home Improvement,0
848,81,35141,247125,36,5.615622655163754,8.0,11,0.0,808,Self-Employed,Mortgage,Debt Consolidation,0
849,35,36963,128840,24,4.97038486115309,3.0,6,0.0,537,Self-Employed,Rent,Debt Consolidation,0
850,37,45865,102685,48,4.799150731643548,6.0,6,0.0,724,Unemployed,Mortgage,Education,1
851,35,66078,85167,60,4.748153351166588,7.0,6,1.0,675,Unemployed,Rent,Debt Consolidation,0
852,36,48244,201958,12,4.816066141222441,12.0,14,3.0,713,Employed,Own,Debt Consolidation,0
853,35,75308,134646,60,4.025736763721927,5.0,4,3.0,533,Employed,Mortgage,Education,0
854,62,35535,121012,24,5.241625557291183,11.0,10,2.0,468,Unemployed,Own,Education,0
855,66,25460,88975,48,3.9763045187264825,0.0,6,2.0,569,Self-Employed,Own,Debt Consolidation,0
856,36,15044,92275,12,6.05863571534754,12.0,12,0.0,692,Self-Employed,Rent,Auto,0
857,32,10000,174004,48,5.441307307028052,14.0,7,1.0,845,Self-Employed,Own,Home Improvement,0
858,52,47048,51342,12,3.748813900663177,6.0,13,0.0,547,Self-Employed,Own,Debt Consolidation,0
859,36,52475,224615,12,5.282948226780108,3.0,14,0.0,640,Self-Employed,Mortgage,Debt Consolidation,0
860,54,44214,109961,12,6.85734815501222,2.0,2,0.0,575,Unemployed,Own,Auto,0
861,48,91085,138777,24,0.5,7.0,11,3.0,648,Employed,Mortgage,Business,0
862,22,90700,49726,48,6.9454957694677155,14.0,9,0.0,456,Employed,Own,Business,0
863,68,51629,149072,36,2.434049320608783,5.0,7,3.0,799,Unemployed,Rent,Home Improvement,0
864,71,15151,125375,36,4.352791310235573,13.0,3,0.0,652,Self-Employed,Own,Education,0
865,35,45832,146243,36,0.5,2.0,10,0.0,741,Unemployed,Rent,Debt Consolidation,0
866,39,45004,260378,48,6.914154276412937,6.0,10,0.0,626,Employed,Mortgage,Auto,0
867,49,43571,163327,60,3.6494099737625945,7.0,7,3.0,669,Employed,Mortgage,Education,0
868,50,42557,90400,48,4.2504741449439845,9.0,10,0.0,762,Employed,Own,Education,0
869,54,43663,96651,12,5.726650332785434,6.0,10,3.0,663,Employed,Own,Business,0
870,75,50336,194634,60,0.5729979597669805,14.0,14,3.0,666,Unemployed,Mortgage,Debt Consolidation,0
871,42,44111,247401,12,5.655145661763491,14.0,5,0.0,570,Self-Employed,Mortgage,Home Improvement,0
872,33,65208,171143,12,7.120616358418521,7.0,9,1.0,596,Self-Employed,Mortgage,Auto,0
873,24,69009,201653,48,5.935503355897677,5.0,6,2.0,548,Unemployed,Rent,Debt Consolidation,0
874,34,37233,195730,36,4.515373659692193,4.0,11,3.0,576,Self-Employed,Own,Education,0
875,44,91776,256429,60,5.602882816007911,13.0,13,0.0,775,Self-Employed,Mortgage,Education,0
876,71,35498,5000,24,5.311269071384158,4.0,7,0.0,830,Self-Employed,Mortgage,Home Improvement,0
877,37,19554,200041,36,7.396339350262744,0.0,4,2.0,525,Self-Employed,Own,Business,0
878,48,69519,223780,24,8.637525542158752,1.0,2,0.0,689,Employed,Own,Home Improvement,1
879,44,39564,49595,48,4.4729164335695835,11.0,11,1.0,618,Self-Employed,Rent,Home Improvement,0
880,62,68032,83574,60,6.078819575751185,1.0,4,0.0,789,Unemployed,Mortgage,Debt Consolidation,0
881,82,10000,86191,48,3.831042757352625,6.0,9,0.0,663,Employed,Own,Business,0
882,37,94811,95340,24,6.541769549102428,8.0,3,1.0,649,Employed,Rent,Education,0
883,37,76807,113871,12,6.650310729095424,0.0,7,2.0,575,Unemployed,Mortgage,Business,1
884,60,22488,168195,48,5.083015119051141,8.0,13,0.0,496,Self-Employed,Rent,Debt Consolidation,0
885,55,23030,214925,60,6.797542451601697,6.0,14,0.0,726,Employed,Own,Debt Consolidation,0
886,72,101806,231098,48,5.507982120982632,0.0,4,0.0,685,Unemployed,Rent,Home Improvement,0
887,53,41565,87163,36,5.379837890565464,8.0,3,0.0,687,Unemployed,Mortgage,Debt Consolidation,0
888,39,39145,86647,48,3.2990882165835127,9.0,14,0.0,590,Self-Employed,Own,Business,0
889,53,10000,248686,24,5.929907057146087,8.0,14,1.0,635,Self-Employed,Mortgage,Home Improvement,0
890,61,51230,198505,48,4.055211185068931,10.0,14,3.0,729,Unemployed,Rent,Home Improvement,0
891,57,54307,156214,60,7.674204411051036,9.0,5,2.0,748,Self-Employed,Rent,Home Improvement,0
892,52,77887,185500,48,3.3919993392783403,11.0,2,1.0,532,Unemployed,Rent,Business,0
893,61,25023,147764,48,6.17209930889612,3.0,11,2.0,586,Self-Employed,Own,Home Improvement,0
894,62,21992,189343,60,4.848442172154409,1.0,14,0.0,511,Self-Employed,Rent,Auto,0
895,65,71274,124794,48,6.165803938253411,2.0,10,0.0,670,Unemployed,Own,Auto,0
